Safad , 228 , 68
Akka , 164 , 86
Nazareth , 189 , 141
Tiberias , 219, 132
Haifa , 142, 152
Baysan , 222, 164
Jenin , 198, 172
Tulkarem , 145, 214
Nablus , 213, 212
Ramallah , 195, 249
Allyd , 148, 267
Ramla , 107, 266
Jaffa , 127, 222
Jerusalem , 215, 274
Hebron , 141, 325
